"Date","Open","High","Low","Close","Adj Close","Volume"
"2025-06-11",144.61000061035156,144.99000549316406,141.8699951171875,142.8300018310547,142.4805908203125,167694000
"2025-06-12",141.97000122070312,145.0,141.85000610351562,145.0,144.64529418945312,162365000
"2025-06-13",142.47999572753906,143.5800018310547,140.85000610351562,141.97000122070312,141.62271118164062,180820600
"2025-06-16",143.35000610351562,146.17999267578125,143.1999969482422,144.69000244140625,144.33604431152344,183133700
"2025-06-17",144.49000549316406,145.22000122070312,143.77999877929688,144.1199951171875,143.76742553710938,139108000
"2025-06-18",144.00999450683594,145.64999389648438,143.1199951171875,145.47999572753906,145.12411499023438,161494100
"2025-06-20",145.4499969482422,146.1999969482422,142.64999389648438,143.85000610351562,143.49810791015625,242956200
"2025-06-23",142.5,144.77999877929688,142.02999877929688,144.1699981689453,143.81732177734375,154308900
"2025-06-24",145.55999755859375,147.9600067138672,145.5,147.89999389648438,147.53817749023438,187566100
"2025-06-25",149.27000427246094,154.4499969482422,149.25999450683594,154.30999755859375,153.93251037597656,269146500
"2025-06-26",155.97999572753906,156.72000122070312,154.0,155.02000427246094,154.64077758789062,198145700
"2025-06-27",156.0399932861328,158.7100067138672,155.25999450683594,157.75,157.36410522460938,263234500
"2025-06-30",158.39999389648438,158.66000366210938,155.9600067138672,157.99000549316406,157.60350036621094,194580300
"2025-07-01",156.2899932861328,157.1999969482422,151.49000549316406,153.3000030517578,152.92498779296875,213143600
"2025-07-02",152.97999572753906,157.60000610351562,152.97000122070312,157.25,156.86532592773438,171224100
"2025-07-03",158.3699951171875,160.97999572753906,157.77000427246094,159.33999633789062,158.95018005371094,143716100
"2025-07-07",158.1999969482422,159.30999755859375,157.33999633789062,158.24000549316406,157.85289001464844,140139000
"2025-07-08",159.3300018310547,160.22000122070312,158.38999938964844,160.0,159.60858154296875,138133000
"2025-07-09",161.22000122070312,164.4199981689453,161.16000366210938,162.8800048828125,162.48155212402344,183656400
"2025-07-10",164.32000732421875,164.5,161.61000061035156,164.10000610351562,163.6985626220703,167704100
"2025-07-11",163.72000122070312,167.88999938964844,163.47000122070312,164.9199981689453,164.51654052734375,193633300
"2025-07-14",165.3699951171875,165.49000549316406,162.02000427246094,164.07000732421875,163.6686248779297,136975800
"2025-07-15",171.19000244140625,172.39999389648438,169.1999969482422,170.6999969482422,170.28240966796875,230627400
"2025-07-16",171.05999755859375,171.75,168.89999389648438,171.3699951171875,170.9507598876953,158831500
"2025-07-17",172.02000427246094,174.16000366210938,170.8300018310547,173.0,172.57679748535156,160841100
"2025-07-18",173.63999938964844,174.25,171.25999450683594,172.41000366210938,171.98825073242188,146456400
"2025-07-21",172.75,173.3800048828125,171.0,171.3800048828125,170.9607391357422,123126100
"2025-07-22",171.33999633789062,171.38999938964844,164.5800018310547,167.02999877929688,166.62136840820312,193114300
"2025-07-23",169.52999877929688,171.25999450683594,167.97000122070312,170.77999877929688,170.3622283935547,154082200
"2025-07-24",172.44000244140625,173.8300018310547,171.3000030517578,173.74000549316406,173.3149871826172,128984600
"2025-07-25",173.61000061035156,174.72000122070312,172.9600067138672,173.5,173.0755615234375,122316800
"2025-07-28",174.02000427246094,177.0,173.97000122070312,176.75,176.317626953125,140023500
"2025-07-29",177.9600067138672,179.3800048828125,175.02000427246094,175.50999450683594,175.08062744140625,154077500
"2025-07-30",176.50999450683594,179.88999938964844,176.0399932861328,179.27000427246094,178.83145141601562,174312200
"2025-07-31",182.89999389648438,183.3000030517578,175.92999267578125,177.8699951171875,177.4348602294922,221685400
"2025-08-01",174.08999633789062,176.5399932861328,170.88999938964844,173.72000122070312,173.29502868652344,204529000
"2025-08-04",175.16000366210938,180.1999969482422,174.52000427246094,180.0,179.55966186523438,148174600
"2025-08-05",179.6199951171875,180.25999450683594,175.89999389648438,178.25999450683594,177.8238983154297,156407600
"2025-08-06",176.3300018310547,179.89999389648438,176.25,179.4199981689453,178.98106384277344,137192300
"2025-08-07",181.57000732421875,183.8800048828125,178.8000030517578,180.77000427246094,180.32777404785156,151878400
"2025-08-08",181.5500030517578,183.3000030517578,180.39999389648438,182.6999969482422,182.2530517578125,123396700
"2025-08-11",182.0500030517578,183.83999633789062,180.25,182.05999755859375,181.6146240234375,138323200
"2025-08-12",182.9600067138672,184.47999572753906,179.4600067138672,183.16000366210938,182.71192932128906,145485700
"2025-08-13",182.6199951171875,183.97000122070312,179.35000610351562,181.58999633789062,181.14576721191406,179871700
"2025-08-14",179.75,183.02000427246094,179.4600067138672,182.02000427246094,181.57472229003906,129554000
"2025-08-15",181.8800048828125,181.89999389648438,178.0399932861328,180.4499969482422,180.008544921875,156602200
"2025-08-18",180.60000610351562,182.94000244140625,180.58999633789062,182.00999450683594,181.5647430419922,132008000
"2025-08-19",182.42999267578125,182.5,175.49000549316406,175.63999938964844,175.2103271484375,185229200
"2025-08-20",175.1699981689453,176.0,168.8000030517578,175.39999389648438,174.97091674804688,215142700
"2025-08-21",174.85000610351562,176.89999389648438,173.80999755859375,174.97999572753906,174.55194091796875,140040900
"2025-08-22",172.61000061035156,178.58999633789062,171.1999969482422,177.99000549316406,177.5545654296875,172789400
"2025-08-25",178.35000610351562,181.91000366210938,176.57000732421875,179.80999755859375,179.37013244628906,163012800
"2025-08-26",180.05999755859375,182.38999938964844,178.80999755859375,181.77000427246094,181.32533264160156,168688200
"2025-08-27",181.97999572753906,182.49000549316406,179.10000610351562,181.60000610351562,181.15574645996094,235518900
"2025-08-28",180.82000732421875,184.47000122070312,176.41000366210938,180.1699981689453,179.72923278808594,281787800
"2025-08-29",178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,173.75389099121094,243257900
"2025-09-02",170.0,172.3800048828125,167.22000122070312,170.77999877929688,170.3622283935547,231164900
"2025-09-03",171.05999755859375,172.41000366210938,168.8800048828125,170.6199951171875,170.2025909423828,164424900
"2025-09-04",170.57000732421875,171.86000061035156,169.41000366210938,171.66000366210938,171.2400665283203,141670100
"2025-09-05",168.02999877929688,169.02999877929688,164.07000732421875,167.02000427246094,166.61141967773438,224441400
"2025-09-08",167.5500030517578,170.9600067138672,167.35000610351562,168.30999755859375,167.89825439453125,163769100
"2025-09-09",169.08999633789062,170.97999572753906,166.74000549316406,170.75999450683594,170.34226989746094,157548400
"2025-09-10",176.63999938964844,179.2899932861328,175.47000122070312,177.3300018310547,176.89620971679688,226852000
"2025-09-11",179.67999267578125,180.27999877929688,176.47999572753906,177.1699981689453,176.7465362548828,151159300
"2025-09-12",177.77000427246094,178.60000610351562,176.4499969482422,177.82000732421875,177.39501953125,124911000
"2025-09-15",175.6699981689453,178.85000610351562,174.50999450683594,177.75,177.32516479492188,147061600
"2025-09-16",177.0,177.5,174.3800048828125,174.8800048828125,174.4620361328125,140737800
"2025-09-17",172.63999938964844,173.1999969482422,168.41000366210938,170.2899932861328,169.88296508789062,211843800
"2025-09-18",173.97999572753906,177.10000610351562,172.9600067138672,176.24000549316406,175.8187713623047,191763300
"2025-09-19",175.77000427246094,178.0800018310547,175.17999267578125,176.6699981689453,176.24774169921875,237182100
"2025-09-22",175.3000030517578,184.5500030517578,174.7100067138672,183.61000061035156,183.17115783691406,269637000
"2025-09-23",181.97000122070312,182.4199981689453,176.2100067138672,178.42999267578125,178.0035400390625,192559600
"2025-09-24",179.77000427246094,179.77999877929688,175.39999389648438,176.97000122070312,176.54702758789062,143564100
"2025-09-25",174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,177.26528930664062,191586700
"2025-09-26",178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,177.7641143798828,148573700
"2025-09-29",180.42999267578125,184.0,180.32000732421875,181.85000610351562,181.4153594970703,193063500
"2025-09-30",182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,186.13406372070312,236981000
"2025-10-01",185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,186.79249572753906,173844900
"2025-10-02",189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,188.4385528564453,136805800
"2025-10-03",189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,187.17156982421875,137596900
"2025-10-06",185.5,187.22999572753906,183.3300018310547,185.5399932861328,185.09652709960938,157678100
"2025-10-07",186.22999572753906,189.05999755859375,184.0,185.0399932861328,184.5977325439453,140088000
"2025-10-08",186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,188.65802001953125,130168900
"2025-10-09",192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,192.10975646972656,182997200
"2025-10-10",193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,182.7222442626953,268774400
"2025-10-13",187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,187.8699188232422,153482800
"2025-10-14",184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,179.59971618652344,205641400
"2025-10-15",184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,179.4001922607422,214450500
"2025-10-16",182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,181.3754425048828,179723300
"2025-10-17",180.17999267578125,184.10000610351562,179.75,183.22000122070312,182.78208923339844,173135200
"2025-10-20",183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,182.20347595214844,128544700
"2025-10-21",182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,180.72702026367188,124240200
"2025-10-22",181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,179.84910583496094,162249600
"2025-10-23",180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,181.72462463378906,111363700
"2025-10-24",183.83999633789062,187.47000122070312,183.5,186.25999450683594,185.81480407714844,131296700
"2025-10-27",189.99000549316406,192.0,188.42999267578125,191.49000549316406,191.03231811523438,153452700
"2025-10-28",193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,200.54953002929688,297986200
"2025-10-29",207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,206.54513549804688,308829600
"2025-10-30",205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,202.4050750732422,178864400
"2025-10-31",206.4499969482422,207.97000122070312,202.07000732421875,202.49000549316406,202.00604248046875,179802200
"2025-11-03",208.0800018310547,211.33999633789062,205.55999755859375,206.8800048828125,206.3855438232422,180267300
"2025-11-04",203.0,203.97000122070312,197.92999267578125,198.69000244140625,198.21511840820312,188919300
"2025-11-05",198.77000427246094,202.9199981689453,194.64999389648438,195.2100067138672,194.74343872070312,171350300
"2025-11-06",196.4199981689453,197.6199951171875,186.3800048828125,188.0800018310547,187.63047790527344,223029800
"2025-11-07",184.89999389648438,188.32000732421875,178.91000366210938,188.14999389648438,187.70028686523438,264942300
"2025-11-10",195.11000061035156,199.94000244140625,193.7899932861328,199.0500030517578,198.57427978515625,198897100
"2025-11-11",195.16000366210938,195.4199981689453,191.3000030517578,193.16000366210938,192.69833374023438,176483300
"2025-11-12",195.72000122070312,195.88999938964844,191.1300048828125,193.8000030517578,193.33680725097656,154935300
"2025-11-13",191.0500030517578,191.44000244140625,183.85000610351562,186.86000061035156,186.4134063720703,207423100
"2025-11-14",182.86000061035156,191.00999450683594,180.5800018310547,190.1699981689453,189.71546936035156,186591900
"2025-11-17",185.97000122070312,189.0,184.32000732421875,186.60000610351562,186.15402221679688,173628900
"2025-11-18",183.3800048828125,184.8000030517578,179.64999389648438,181.36000061035156,180.92652893066406,213598900
"2025-11-19",184.7899932861328,187.86000061035156,182.8300018310547,186.52000427246094,186.07420349121094,247246400
"2025-11-20",195.9499969482422,196.0,179.85000610351562,180.63999938964844,180.20826721191406,343504800
"2025-11-21",181.24000549316406,184.55999755859375,172.92999267578125,178.8800048828125,178.4524688720703,346926200
"2025-11-24",179.49000549316406,183.5,176.47999572753906,182.5500030517578,182.1136932373047,256618300
"2025-11-25",174.91000366210938,178.16000366210938,169.5500030517578,177.82000732421875,177.39501953125,320600300
"2025-11-26",181.6300048828125,182.91000366210938,178.24000549316406,180.25999450683594,179.82916259765625,183852000
"2025-11-28",179.00999450683594,179.2899932861328,176.5,177.0,176.57696533203125,121332800
"2025-12-01",174.75999450683594,180.3000030517578,173.67999267578125,179.9199981689453,179.48995971679688,188131000
"2025-12-02",181.75999450683594,185.66000366210938,180.0,181.4600067138672,181.02630615234375,182632200
"2025-12-03",181.0800018310547,182.4499969482422,179.11000061035156,179.58999633789062,179.16078186035156,165138000
"2025-12-04",181.6199951171875,184.52000427246094,179.9600067138672,183.3800048828125,182.95188903808594,167364900
"2025-12-05",183.88999938964844,184.66000366210938,180.91000366210938,182.41000366210938,181.98414611816406,143971100
"2025-12-08",182.63999938964844,188.0,182.39999389648438,185.5500030517578,185.1168212890625,204378100
